,Address ZIP,Address City,DCA License Number,License Type,License Expiration Date
466,11234,BROOKLYN,2039299-DCA,Business,02/28/2019
467,10461,BRONX,1452399-DCA,Individual,10/31/2018
468,10310,STATEN ISLAND,0981543-DCA,Business,07/31/2019
469,10019,NEW YORK,2055918-DCA,Business,12/20/2017
470,11104,SUNNYSIDE,2017463-DCA,Business,06/30/2018
471,11377,WOODSIDE,2038376-DCA,Business,02/28/2019
472,11249,BROOKLYN,2048890-DCA,Business,03/31/2018
473,10312,STATEN ISLAND,2030766-DCA,Individual,02/28/2019
474,11370,EAST ELMHURST,1042827-DCA,Business,12/31/2017
475,11096,INWOOD,0927636-DCA,Business,02/28/2019
476,10306,STATEN ISLAND,0918631-DCA,Business,02/28/2019
477,10543,MAMARONECK,0826589-DCA,Individual,05/31/2019
478,11372,JACKSON HEIGHTS,2036091-DCA,Business,02/28/2019
479,10456,BRONX,2059744-DCA,Individual,10/31/2018
480,11040,NEW HYDE PARK,1450220-DCA,Individual,02/28/2019
481,10305,STATEN ISLAND,1117982-DCA,Business,02/28/2019
482,11232,BROOKLYN,1380160-DCA,Business,02/28/2019
483,11432,JAMAICA,0795941-DCA,Individual,05/31/2019
484,11220,BROOKLYN,2055747-DCA,Business,06/30/2018
485,11432,JAMAICA,2035959-DCA,Individual,04/30/2018
486,11208,BROOKLYN,2051614-DCA,Business,02/28/2019
487,11434,JAMAICA,1430905-DCA,Business,12/31/2017
488,11230,BROOKLYN,2025777-DCA,Business,02/28/2019
489,11226,BROOKLYN,2006507-DCA,Business,03/31/2018
490,10468,BRONX,2042822-DCA,Individual,05/31/2019
491,11530,GARDEN CITY,2039841-DCA,Individual,02/28/2018
492,11692,ARVERNE,1459007-DCA,Business,02/28/2019
493,11218,BROOKLYN,2034666-DCA,Business,02/28/2019
494,10065,NEW YORK,1096091-DCA,Business,12/31/2017
496,10454,BRONX,2021214-DCA,Business,02/28/2019
497,11232,BROOKLYN,1230815-DCA,Individual,02/28/2019
499,10014,NEW YORK,1319737-DCA,Business,03/31/2018
500,11762,MASSAPEQUA PK,1153618-DCA,Individual,02/28/2019
501,11003,ELMONT,2058548-DCA,Business,02/28/2019
502,10024,NEW YORK,2023883-DCA,Business,11/29/2017
503,11103,ASTORIA,2015020-1-DCA,Business,12/31/2017
504,11225,BROOKLYN,1043350-DCA,Business,12/31/2018
506,11419,SOUTH RICHMOND,1468202-DCA,Individual,02/28/2019
507,11204,BROOKLYN,2060045-DCA,Business,12/31/2019
508,11354,FLUSHING,1475022-DCA,Business,12/31/2018
509,10462,BRONX,2048908-DCA,Individual,04/30/2018
510,10011,NEW YORK,2047017-DCA,Business,11/09/2017
511,10018,NEW YORK,2032399-1-DCA,Business,12/31/2017
512,11206,BROOKLYN,2046385-DCA,Individual,07/31/2018
513,11434,JAMAICA,1411382-DCA,Business,12/31/2018
514,10010,NEW YORK,1461273-DCA,Business,03/31/2019
515,11208,BROOKLYN,2039536-DCA,Business,04/30/2018
516,10029,NEW YORK,1272388-DCA,Business,07/31/2019
517,10467,BRONX,1170319-DCA,Individual,02/28/2019
518,10452,BRONX,2046359-1-DCA,Business,12/31/2017
519,10310,STATEN ISLAND,2039563-DCA,Individual,02/28/2019
520,11428,JAMAICA,2030185-2-DCA,Business,12/31/2018
521,10025,NEW YORK,1414142-DCA,Business,12/31/2018
522,10026,NEW YORK,2010492-DCA,Individual,09/30/2018
523,11234,BROOKLYN,1215786-DCA,Business,07/31/2019
524,11209,BROOKLYN,1132022-DCA,Individual,02/28/2019
525,10003,NEW YORK,2002463-621-DCA,Business,12/31/2017
526,11727,CORAM,2045302-DCA,Business,02/28/2019
527,10153,NEW YORK,1226523-DCA,Business,12/31/2018
528,11226,BROOKLYN,1063479-DCA,Individual,02/28/2019
529,11218,BROOKLYN,2037034-DCA,Business,02/28/2019
530,10462,BRONX,2030484-DCA,Business,07/31/2019
531,11377,WOODSIDE,1139327-DCA,Business,03/15/2019
532,11379,MIDDLE VILLAGE,2052222-DCA,Business,12/31/2018
533,10075,NEW YORK,2019303-DCA,Business,02/28/2019
534,10312,STATEN ISLAND,1308670-DCA,Business,02/28/2019
535,11105,ASTORIA,1378305-DCA,Business,12/31/2017
536,10460,BRONX,1338021-DCA,Individual,10/31/2018
537,11691,FAR ROCKAWAY,2007255-DCA,Business,02/28/2019
538,10033,NEW YORK,2055297-DCA,Business,03/31/2018
539,10460,BRONX,1276517-DCA,Business,12/31/2018
540,11203,BROOKLYN,1219504-DCA,Individual,02/28/2019
541,10472,BRONX,2043940-DCA,Business,02/28/2019
542,11226,BROOKLYN,2046581-DCA,Business,12/31/2018
543,11231,BROOKLYN,1287973-DCA,Individual,02/28/2019
544,11232,BROOKLYN,2022712-DCA,Business,07/31/2019
545,11378,MASPETH,1268684-DCA,Business,02/28/2019
546,11691,FAR ROCKAWAY,1244962-DCA,Business,02/28/2019
547,10305,STATEN ISLAND,2043017-DCA,Individual,10/31/2018
548,10065,NEW YORK,2038229-DCA,Business,03/15/2018
549,11372,JACKSON HEIGHTS,0897266-DCA,Business,07/31/2019
550,11215,BROOKLYN,2057962-DCA,Business,03/31/2018
551,11432,JAMAICA,2019840-DCA,Business,05/01/2018
552,10035,NEW YORK,2016058-DCA,Individual,02/28/2019
553,10034,NEW YORK,2054391-DCA,Individual,07/31/2018
554,11706,BAY SHORE,1018159-DCA,Business,02/28/2019
555,10543,MAMARONECK,1096983-DCA,Individual,02/28/2019
556,11226,BROOKLYN,1100361-DCA,Business,07/31/2019
557,11419,SOUTH RICHMOND HILL,2013099-DCA,Individual,02/28/2019
558,11420,S OZONE PARK,1202553-DCA,Individual,02/28/2019
559,10456,BRONX,2038274-1-DCA,Business,12/31/2017
560,11205,BROOKLYN,2030787-2-DCA,Business,12/31/2018
561,11367,FLUSHING,2005850-DCA,Individual,02/28/2018
562,10913,BLAUVELT,1239593-DCA,Individual,02/28/2019
564,10016,NEW YORK,2059975-DCA,Business,12/31/2019
565,10303,STATEN ISLAND,2046141-DCA,Individual,02/28/2019
566,10458,BRONX,1333102-DCA,Business,07/31/2019
567,11214,BROOKLYN,1297402-DCA,Business,02/28/2019
569,11385,RIDGEWOOD,2052826-DCA,Business,02/28/2019
570,11201,BROOKLYN,2046588-DCA,Business,12/31/2018
571,11010,FRANKLIN SQ,1340416-DCA,Individual,02/28/2019
572,10025,NEW YORK,0469029-DCA,Business,01/06/2018
573,11581,VALLEY STREAM,2022045-DCA,Individual,02/28/2019
574,11413,LAURELTON,1259225-DCA,Business,02/28/2019
575,10128,NEW YORK,1236532-DCA,Business,07/31/2019
576,11205,BROOKLYN,2021222-DCA,Individual,02/28/2019
577,10314,staten island,1461101-DCA,Individual,02/28/2019
578,11364,BAYSIDE,1267165-DCA,Individual,02/28/2019
579,11232,BROOKLYN,1240204-DCA,Business,02/28/2019
580,11230,BROOKLYN,1364564-DCA,Business,02/28/2019
581,10031,NEW YORK,1425421-DCA,Business,12/31/2017
582,10462,BRONX,1078679-DCA,Business,02/28/2019
583,10467,BRONX,1242019-DCA,Business,12/31/2017
584,10021,NEW YORK,2046532-DCA,Individual,02/28/2019
585,11358,FLUSHING,1455408-DCA,Business,02/28/2019
586,11385,GLENDALE,1339537-DCA,Individual,10/31/2018
587,11355,FLUSHING,2051603-DCA,Business,02/28/2019
588,10456,BRONX,1244373-DCA,Business,12/31/2017
589,10454,BRONX,1381644-DCA,Individual,05/31/2019
590,11209,BROOKLYN,1011502-DCA,Individual,02/28/2019
591,10001,NEW YORK,2055759-DCA,Business,03/31/2018
592,11426,BELLEROSE,1463673-DCA,Individual,02/28/2019
593,11234,BROOKLYN,2010415-DCA,Individual,02/28/2019
594,11209,BROOKLYN,2037500-1-DCA,Business,12/31/2017
596,11205,BROOKLYN,1276387-DCA,Business,02/28/2019
597,11207,BROOKLYN,1446789-DCA,Business,12/31/2017
599,11428,QUEENS VILLAGE,1440921-DCA,Business,03/15/2019
600,10001,NEW YORK,2058020-2-DCA,Business,12/31/2018
602,10002,NEW YORK,2050887-2-DCA,Business,12/31/2018
603,11222,BROOKLYN,2057894-DCA,Business,03/31/2018
604,11230,BROOKLYN,1245295-DCA,Individual,02/28/2019
605,11373,ELMHURST,1414451-DCA,Business,12/31/2018
606,10461,BRONX,0793999-DCA,Individual,05/31/2018
607,11416,OZONE PARK,2047098-DCA,Business,02/28/2019
608,10001,NEW YORK,2011086-DCA,Business,06/30/2018
609,11741,HOLBROOK,2034713-DCA,Individual,02/28/2019
610,11218,BROOKLYN,2060222-DCA,Individual,02/28/2019
611,11209,BROOKLYN,1179946-DCA,Business,05/15/2018
612,10314,STATEN ISLAND,1306433-DCA,Individual,02/28/2019
613,10469,BRONX,2056292-2-DCA,Business,12/31/2018
614,10457,BRONX,2052044-DCA,Business,07/31/2019
615,10461,BRONX,2014005-DCA,Individual,02/28/2019
616,11429,QUEENS VILLAGE,1159659-DCA,Business,07/31/2019
617,11435,JAMAICA,2037688-DCA,Individual,02/28/2019
618,10010,NEW YORK,1473883-DCA,Business,02/28/2019
619,10001,NEW YORK,2049672-DCA,Business,07/31/2019
620,11214,BROOKLYN,0954662-DCA,Individual,10/31/2018
621,11218,BROOKLYN,2049861-DCA,Business,02/28/2019
622,11207,BROOKLYN,1099933-DCA,Business,12/31/2017
624,10468,BRONX,1217160-DCA,Individual,02/28/2019
625,11420,S OZONE PARK,2052116-DCA,Individual,02/28/2019
626,11411,CAMBRIA HTS,1336864-DCA,Individual,02/28/2018
627,10014,NEW YORK,1470105-DCA,Business,02/28/2019
628,11204,BROOKLYN,2010638-DCA,Individual,09/30/2018
629,11419,SOUTH RICHMOND HILL,1220516-DCA,Individual,02/28/2019
630,10012,NEW YORK,2010129-DCA,Individual,02/28/2018
631,10075,NEW YORK,2002637-DCA,Business,04/15/2018
632,10027,NEW YORK,1463913-DCA,Individual,02/28/2019
633,10307,STATEN ISLAND,2044726-DCA,Business,02/28/2019
634,11372,JACKSON HEIGHTS,2048457-DCA,Business,03/31/2018
635,11432,JAMAICA,2047732-DCA,Business,12/31/2018
636,11363,DOUGLASTON,0868067-DCA,Individual,02/28/2019
637,11229,BROOKLYN,2026669-DCA,Business,03/31/2018
638,11104,SUNNYSIDE,2059785-DCA,Business,12/31/2019
639,11418,RICHMOND HILL,2007583-DCA,Business,02/28/2019
640,11230,BROOKLYN,1319062-DCA,Business,02/28/2019
641,10028,NEW YORK,1309733-DCA,Business,12/31/2017
642,10038,NEW YORK,1197266-DCA,Business,03/31/2019
644,10065,NEW YORK,0884593-DCA,Business,02/28/2019
645,11249,BROOKLYN,1237697-DCA,Individual,05/31/2019
646,11102,ASTORIA,1242021-DCA,Business,12/31/2017
647,11228,BROOKLYN,2002945-DCA,Business,02/28/2019
648,10036,NEW YORK,2028656-DCA,Business,07/31/2019
649,11236,BROOKLYN,2009269-DCA,Individual,02/28/2019
650,11228,BROOKLYN,1304739-DCA,Individual,02/28/2019
652,11050,PORT WASHINGTON,1104138-DCA,Business,02/28/2019
653,11235,BROOKLYN,2025525-DCA,Business,03/31/2018
654,10027,NEW YORK,1307333-DCA,Business,12/31/2017
655,10473,BRONX,2024985-DCA,Individual,10/31/2018
656,11215,BROOKLYN,1234038-DCA,Business,12/31/2017
657,10467,BRONX,2045383-DCA,Business,12/31/2018
659,11218,BROOKLYN,1263084-DCA,Business,02/28/2019
660,11230,BROOKLYN,1249465-DCA,Business,12/31/2018
661,10302,STATEN ISLAND,1252838-DCA,Business,12/31/2017
662,11358,FLUSHING,1227936-DCA,Business,12/31/2018
663,11550,HEMPSTEAD,2056983-DCA,Business,02/28/2019
664,10029,NEW YORK,2008503-DCA,Business,12/31/2017
665,11435,JAMAICA,1334951-DCA,Business,03/31/2019
666,11230,BROOKLYN,2026563-DCA,Business,02/28/2019
668,10309,STATEN ISLAND,1472139-DCA,Individual,02/28/2019
669,10463,BRONX,1364103-DCA,Business,02/28/2019
670,10304,STATEN ISLAND,1338629-DCA,Business,12/31/2018
671,11370,EAST ELMHURST,2055258-DCA,Business,02/28/2019
672,10457,BRONX,2056424-2-DCA,Business,12/31/2018
673,11423,HOLLIS,2053856-DCA,Business,02/28/2019
674,10469,BRONX,2013003-DCA,Individual,02/28/2019
675,11735,FARMINGDALE,1309466-DCA,Individual,02/28/2019
676,11210,BROOKLYN,2026567-DCA,Business,12/31/2018
677,11360,BAYSIDE,1227401-DCA,Business,12/31/2017
679,10306,STATEN ISLAND,1425561-DCA,Business,02/28/2019
680,10014,NEW YORK,2002172-543-DCA,Business,12/31/2018
681,10314,STATEN ISLAND,2052187-DCA,Business,02/28/2019
682,11226,BROOKLYN,1460298-DCA,Business,07/31/2019
683,10013,NEW YORK,1359208-DCA,Business,12/15/2018
684,10466,BRONX,2006751-DCA,Business,03/31/2018
686,10453,BRONX,1307198-DCA,Business,12/31/2018
687,11714,BETHPAGE,2023776-DCA,Individual,02/28/2019
688,10027,NEW YORK,1351055-DCA,Individual,02/28/2018
690,10453,BRONX,2040215-DCA,Individual,07/31/2018
691,11215,BROOKLYN,2013414-DCA,Business,02/28/2019
692,10314,STATEN ISLAND,1340309-DCA,Individual,02/28/2019
693,10472,BRONX,2003418-DCA,Business,02/28/2019
694,10462,BRONX,2057253-DCA,Business,06/30/2018
695,11203,BROOKLYN,2042622-DCA,Business,03/31/2018
696,11590,WESTBURY,1221248-DCA,Individual,02/28/2019
697,10301,STATEN ISLAND,0830165-DCA,Business,02/28/2019
698,10003,NEW YORK,1099297-DCA,Business,03/31/2019
699,10010,NEW YORK,2059833-DCA,Business,12/31/2019
700,11355,FLUSHING,1449795-DCA,Business,03/31/2018
701,10308,STATEN ISLAND,0831465-DCA,Business,12/31/2017
702,11433,JAMAICA,1448448-DCA,Business,07/31/2019
703,11377,WOODSIDE,1415460-DCA,Individual,06/15/2018
704,11204,BROOKLYN,2037493-DCA,Business,02/28/2019
705,11377,WOODSIDE,1414126-DCA,Business,02/28/2019
706,11561,LONG BEACH,2007719-DCA,Individual,02/28/2019
707,11694,ROCKAWAY PARK,2058565-DCA,Business,06/30/2018
708,11215,BROOKLYN,2033664-DCA,Individual,02/28/2018
709,11203,BROOKLYN,2015028-DCA,Business,02/28/2019
710,11377,WOODSIDE,2002497-DCA,Business,02/28/2019
711,10451,BRONX,2057150-DCA,Individual,10/31/2018
712,10469,BRONX,2004888-DCA,Individual,02/28/2019
713,11040,NEW HYDE PARK,1249881-DCA,Business,03/15/2018
714,10301,STATEN ISLAND,2011733-DCA,Individual,02/28/2019
715,10033,NEW YORK,1470466-DCA,Business,07/31/2019
716,10033,NEW YORK,1387851-DCA,Individual,05/31/2019
717,10704,YONKERS,2028894-DCA,Business,02/28/2019
718,11214,BROOKLYN,1201065-DCA,Business,02/28/2019
719,10025,NEW YORK,1457581-DCA,Individual,02/28/2019
720,11207,brooklyn,1344950-DCA,Individual,02/28/2019
721,11729,DEER PARK,2020209-DCA,Business,02/28/2019
724,11226,BROOKLYN,1458554-DCA,Business,07/31/2019
725,11428,QUEENS VILLAGE,1069501-DCA,Business,02/28/2019
726,10003,NEW YORK,2007450-DCA,Business,12/31/2016
727,10469,BRONX,1293032-DCA,Individual,02/28/2019
728,11373,ELMHURST,0788197-DCA,Business,06/30/2018
729,11209,BROOKLYN,2057295-DCA,Business,07/31/2019
730,10704,YONKERS,2017876-DCA,Business,02/28/2019
731,11236,BROOKLYN,2001869-DCA,Individual,02/28/2019
732,11415,KEW GARDENS,1044377-DCA,Business,12/31/2017
733,10012,NEW YORK,1379946-DCA,Business,12/31/2018
734,10029,NEW YORK,2044397-DCA,Individual,04/30/2018
735,10314,STATEN ISLAND,1263476-DCA,Business,02/28/2019
736,10455,BRONX,2034337-DCA,Business,03/31/2018
737,10458,BRONX,1207524-DCA,Individual,02/28/2019
738,10472,BRONX,2058398-2-DCA,Business,12/31/2018
739,11238,BROOKLYN,2048033-2-DCA,Business,12/31/2018
740,10314,STATEN ISLAND,2046460-DCA,Individual,10/31/2018
741,11216,BROOKLYN,2059337-2-DCA,Business,12/31/2018
742,11206,BROOKLYN,1280633-DCA,Business,12/31/2017
743,11520,FREEPORT,2046473-DCA,Business,02/28/2019
744,10461,BRONX,2036536-DCA,Business,12/31/2018
745,11219,BROOKLYN,2012834-DCA,Business,02/28/2019
746,11411,CAMBRIA HEIGHTS,1322482-DCA,Individual,09/30/2018
747,10040,NEW YORK,2018491-2-DCA,Business,12/31/2018
748,11238,BROOKLYN,1451203-DCA,Business,02/28/2019
750,11580,VALLEY STREAM,2000858-DCA,Business,02/28/2019
751,10036,NEW YORK,1421920-DCA,Business,07/31/2019
752,11714,BETHPAGE,0821175-DCA,Individual,02/28/2019
753,10304,STATEN ISLAND,2036297-DCA,Business,07/31/2019
754,11362,LITTLE NECK,1233858-DCA,Business,02/28/2019
755,11230,BROOKLYN,2045274-DCA,Individual,02/28/2019
756,10472,BRONX,1211805-DCA,Business,02/28/2019
757,11214,BROOKLYN,2056073-DCA,Individual,09/30/2018
758,10461,BRONX,1361075-DCA,Business,12/31/2017
759,11423,HOLLIS,0996069-DCA,Business,12/31/2017
760,11417,OZONE PARK,2050239-DCA,Individual,10/31/2018
762,10003,NEW YORK,2033196-DCA,Individual,02/28/2019
763,10016,NEW YORK,1117828-DCA,Business,06/30/2018
764,11413,LAURELTON,2038000-1-DCA,Business,12/31/2017
765,10462,BRONX,2029039-DCA,Individual,02/28/2018
766,10310,STATEN ISLAND,2050515-2-DCA,Business,12/31/2018
767,10018,NEW YORK,2033750-DCA,Business,02/28/2019
768,11691,FAR ROCKAWAY,1364841-DCA,Business,03/15/2019
769,11558,ISLAND PARK,1422903-DCA,Business,02/28/2019
770,11103,ASTORIA,1391868-DCA,Individual,02/28/2019
771,10704,YONKERS,1187445-DCA,Business,02/28/2019
772,11418,RICHMOND HILL,1360108-DCA,Business,12/31/2018
773,11377,WOODSIDE,2056231-DCA,Business,07/31/2019
774,11413,SPRINGFIELD GARDENS,1385694-DCA,Business,06/30/2018
775,10456,BRONX,1468505-DCA,Individual,02/28/2019
776,10075,NEW YORK,1459639-DCA,Business,09/15/2018
777,11747,MELVILLE,1459124-DCA,Individual,02/28/2019
778,10032,NEW YORK,1441225-DCA,Individual,02/28/2019
779,11365,FRESH MEADOWS,1039882-DCA,Individual,02/28/2019
780,11211,BROOKLYN,2029949-2-DCA,Business,12/31/2018
781,10027,NEW YORK,2024420-DCA,Individual,09/30/2018
782,11754,KINGS PARK,2013194-DCA,Individual,02/28/2019
783,10708,BRONXVILLE,1297803-DCA,Individual,06/15/2018
784,11710,BELLMORE,1275908-DCA,Individual,02/28/2019
785,11232,BROOKLYN,1429100-DCA,Business,02/28/2019
786,10457,BRONX,1451581-DCA,Business,07/31/2019
787,11212,BROOKLYN,2027814-DCA,Business,02/28/2019
788,10035,NEW YORK,2045213-DCA,Business,12/31/2018
789,11102,ASTORIA,1018839-DCA,Individual,02/28/2019
790,11204,BROOKLYN,2030909-2-DCA,Business,12/31/2018
791,11221,BROOKLYN,1361029-DCA,Business,12/31/2017
793,11104,SUNNYSIDE,2057560-DCA,Business,12/31/2017
794,10025,NEW YORK,2018791-DCA,Business,02/28/2019
795,10310,STATEN ISLAND,2035246-DCA,Business,02/28/2019
796,11421,WOODHAVEN,2017531-DCA,Individual,02/28/2019
797,11236,BROOKLYN,2048398-DCA,Business,02/28/2019
799,10306,STATEN ISLAND,1415466-DCA,Business,02/28/2019
800,11572,OCEANSIDE,2036614-DCA,Individual,02/28/2019
801,11209,BROOKLYN,1215358-DCA,Individual,02/28/2019
802,10553,MOUNT VERNON,0985263-DCA,Individual,05/31/2019
803,10030,NEW YORK,1301467-DCA,Business,07/31/2019
804,10301,STATEN ISLAND,1386534-DCA,Business,03/31/2019
805,10013,NEW YORK,2023068-DCA,Business,12/15/2017
806,11235,BROOKLYN,1120238-DCA,Business,02/28/2019
807,11374,REGO PARK,0909171-DCA,Individual,09/30/2018
808,10065,NEW YORK,2045200-DCA,Business,07/31/2019
809,11223,BROOKLYN,2006898-DCA,Business,06/30/2018
810,11213,BROOKLYN,2032293-DCA,Individual,02/28/2019
811,10304,STATEN ISLAND,1373887-DCA,Individual,02/28/2019
812,11226,BROOKLYN,1274930-DCA,Business,03/31/2018
813,11101,LONG IS CITY,1249057-DCA,Business,07/31/2019
814,11356,COLLEGE POINT,0933302-DCA,Business,07/31/2019
815,10001,NEW YORK,2013617-DCA,Individual,02/28/2019
816,11731,EAST NORTHPORT,1168957-DCA,Business,02/28/2019
817,11020,GREAT NECK,2001981-DCA,Individual,02/28/2019
818,10458,BRONX,2052811-2-DCA,Business,12/31/2018
820,11372,JACKSON HTS,1347528-DCA,Individual,09/30/2018
821,11040,NEW HYDE PARK,1192257-DCA,Business,03/15/2018
822,11235,BROOKLYN,1454926-DCA,Individual,02/28/2019
823,11426,BELLEROSE,0917758-DCA,Business,02/28/2019
824,10038,NEW YORK,1419035-DCA,Business,12/31/2018
825,10024,NEW YORK,2048621-DCA,Business,12/31/2017
826,10021,NEW YORK,2060567-DCA,Business,12/31/2019
827,10532,HAWTHORNE,1347969-DCA,Individual,02/28/2019
828,10002,NEW YORK,1452854-DCA,Business,12/31/2018
829,10308,STATEN ISLAND,1367363-DCA,Individual,02/28/2019
830,10009,NEW YORK,1079705-DCA,Business,12/31/2017
831,11950,MASTIC,2045106-DCA,Individual,02/28/2019
832,11426,BELLEROSE,2054907-DCA,Individual,02/28/2019
833,10308,STATEN ISLAND,0790549-DCA,Individual,02/28/2019
834,11004,FLORAL PARK,2035029-DCA,Individual,02/28/2019
835,11746,HUNTINGTON STATION,1275891-DCA,Individual,02/28/2019
836,10006,NEW YORK,1453627-DCA,Individual,02/28/2019
837,10453,BRONX,1458781-DCA,Business,06/30/2018
838,10458,BRONX,0760927-DCA,Business,01/06/2018
839,10038,NEW YORK,2040366-DCA,Individual,07/31/2018
840,11427,QUEENS VILLAGE,2052685-DCA,Individual,07/31/2018
841,10461,BRONX,1442167-DCA,Business,06/30/2018
843,10461,BRONX,1453849-DCA,Individual,02/28/2019
844,11368,CORONA,2052758-DCA,Business,02/28/2019
845,11414,HOWARD BEACH,1326455-DCA,Business,02/28/2019
846,10469,BRONX,1347837-DCA,Business,02/28/2019
848,10473,BRONX,2025743-DCA,Business,12/31/2017
849,11580,VALLEY STREAM,1443896-DCA,Individual,02/28/2019
850,11226,BROOKLYN,2037610-DCA,Business,02/28/2019
851,11779,RONKONKOMA,2015328-DCA,Individual,10/31/2018
852,11782,SAYVILLE,2057840-DCA,Individual,02/28/2019
853,11233,BROOKLYN,2015135-DCA,Business,02/28/2019
854,11219,BROOKLYN,2048183-DCA,Business,12/31/2018
855,11580,VALLEY STREAM,0844507-DCA,Individual,02/28/2019
856,10282,NEW YORK,1373957-DCA,Business,03/31/2019
857,10472,BRONX,1324387-DCA,Business,02/28/2019
858,10006,NEW YORK,1167278-DCA,Business,03/31/2018
859,11413,LAURELTON,2021864-DCA,Business,02/28/2019
860,10552,MOUNT VERNON,2042847-DCA,Individual,02/28/2019
861,10019,NEW YORK,1234691-DCA,Business,03/31/2019
862,10952,MONSEY,0976749-DCA,Individual,05/31/2019
863,10022,NEW YORK,2025570-DCA,Business,12/15/2017
865,10474,BRONX,0679996-DCA,Business,07/31/2019
866,10468,BRONX,2058354-DCA,Business,03/31/2018
867,11432,JAMAICA,1417483-DCA,Business,12/31/2017
868,11420,SOUTH OZONE PARK,2055004-DCA,Business,04/30/2018
869,11231,BROOKLYN,1381364-DCA,Individual,02/28/2019
870,11435,JAMAICA,1310609-DCA,Business,07/31/2019
871,10466,BRONX,2007077-DCA,Business,07/31/2019
872,10009,NEW YORK,1375424-DCA,Individual,05/31/2019
874,11746,DIX HILLS,2045407-DCA,Individual,02/28/2019
875,10034,NEW YORK,1013467-DCA,Business,03/31/2019
876,11235,BROOKLYN,1229616-DCA,Individual,02/28/2019
877,11563,LYNBROOK,1294743-DCA,Individual,02/28/2019
878,11358,FLUSHING,1399949-DCA,Business,04/30/2018
879,11420,S OZONE PARK,1279088-DCA,Individual,05/31/2019
880,10013,NEW YORK,2011590-DCA,Business,12/31/2017
881,11516,CEDARHURST,0856082-DCA,Business,02/28/2019
882,11419,SOUTH RICHMOND HILL,1260846-DCA,Individual,02/28/2019
883,10467,BRONX,1271609-DCA,Business,07/31/2019
884,10474,BRONX,1015413-DCA,Business,07/31/2019
885,11435,JAMAICA,1334487-DCA,Business,02/28/2019
886,11219,BROOKLYN,1403477-DCA,Business,12/31/2018
887,10453,BRONX,2057589-DCA,Individual,07/31/2018
888,11418,RICHMOND HILL,1393638-DCA,Business,08/01/2019
889,11219,BROOKLYN,1274176-DCA,Business,12/31/2017
890,11212,BROOKLYN,1376731-DCA,Individual,09/30/2018
891,11214,BROOKLYN,2036259-DCA,Individual,02/28/2018
892,10154,NEW YORK,0369823-DCA,Business,03/31/2019
893,11226,BROOKLYN,1275676-DCA,Individual,10/31/2018
894,11229,BROOKLYN,1414052-DCA,Individual,02/28/2019
895,11208,BROOKLYN,1471998-DCA,Business,07/31/2019
896,11414,HOWARD BEACH,1376858-DCA,Business,06/30/2018
897,11230,BROOKLYN,2058961-2-DCA,Business,12/31/2018
898,10467,BRONX,1136136-DCA,Individual,02/28/2019
899,11224,BROOKLYN,0980912-DCA,Business,02/28/2019
900,10309,STATEN ISLAND,1213052-DCA,Individual,02/28/2019
902,11223,BROOKLYN,2057835-DCA,Individual,02/28/2019
903,11746,DIX HILLS,2027891-DCA,Individual,02/28/2019
904,10024,NEW YORK,1043147-DCA,Business,12/31/2017
905,10305,STATEN ISLAND,2059942-DCA,Business,02/28/2019
906,11373,ELMHURST,2045216-DCA,Individual,04/30/2018
